,gtrend,ILI
2014-05-11,11,2.5289099999999998
2014-05-18,7,2.6284
2014-05-25,12,2.77493
2014-06-01,6,2.7703900000000004
2014-06-08,7,2.5365
2014-06-15,2,2.22052
2014-06-22,7,2.00295
2014-06-29,7,3.1992599999999998
2014-07-06,3,1.9334
2014-07-13,5,1.90947
2014-07-20,3,1.7698599999999998
2014-07-27,3,1.57256
2014-08-03,9,1.68632
2014-08-10,7,1.37986
2014-08-17,7,1.41906
2014-08-24,12,1.52139
2014-08-31,9,1.5349
2014-09-07,11,1.9311
2014-09-14,18,2.21526
2014-09-21,16,2.25158
2014-09-28,17,2.33845
2014-10-05,25,1.61545
2014-10-12,31,1.7319099999999998
2014-10-19,31,1.9760099999999998
2014-10-26,19,2.1727
2014-11-02,22,2.26836
2014-11-09,15,2.31548
2014-11-16,24,2.2432
2014-11-23,12,4.10392
2014-11-30,30,4.66631
2014-12-07,37,4.91288
2014-12-14,27,8.96964
2014-12-21,32,12.9375
2014-12-28,38,7.69326
2015-01-04,30,11.3225
2015-01-11,39,9.06724
2015-01-18,27,9.74748
2015-01-25,24,7.177910000000001
2015-02-01,25,6.20728
2015-02-08,18,5.6525300000000005
2015-02-15,22,5.05952
2015-02-22,19,4.735119999999999
2015-03-01,17,4.00071
2015-03-08,20,4.28631
2015-03-15,20,4.1753800000000005
2015-03-22,15,3.60072
2015-03-29,16,3.3583199999999995
2015-04-05,25,3.1872700000000003
2015-04-12,19,2.63374
2015-04-19,11,2.74126
2015-04-26,13,1.67388
2015-05-03,17,2.6566099999999997
2015-05-10,16,2.39644
2015-05-17,8,2.3067
2015-05-24,11,2.3767
2015-05-31,7,2.15255
2015-06-07,5,2.59259
2015-06-14,5,1.7597
2015-06-21,2,1.75866
2015-06-28,4,1.47285
2015-07-05,5,1.58033
2015-07-12,1,1.26985
2015-07-19,2,1.29911
2015-07-26,3,1.28852
2015-08-02,5,1.0823
2015-08-09,7,1.12071
2015-08-16,7,1.1459700000000002
2015-08-23,9,1.58142
2015-08-30,12,1.1363
2015-09-06,8,1.52525
2015-09-13,13,2.01858
2015-09-20,15,1.8631
2015-09-27,19,2.09836
2015-10-04,20,2.17404
2015-10-11,15,3.1748
2015-10-18,16,3.42995
2015-10-25,15,3.6305699999999996
2015-11-01,16,3.8493699999999995
2015-11-08,15,3.47839
2015-11-15,9,3.8624300000000003
2015-11-22,13,3.9677800000000003
2015-11-29,9,4.8139199999999995
2015-12-06,13,4.43529
2015-12-13,15,4.49576
2015-12-20,8,4.67202
2015-12-27,20,5.1279699999999995
2016-01-03,12,5.70737
2016-01-10,13,4.68602
2016-01-17,13,4.16846
2016-01-24,10,4.36048
2016-01-31,21,4.96129
2016-02-07,20,4.89241
2016-02-14,28,5.62804
2016-02-21,24,6.36256
2016-02-28,34,4.48169
2016-03-06,29,4.7195
2016-03-13,17,4.01485
2016-03-20,19,3.7311900000000002
2016-03-27,20,3.4631800000000004
2016-04-03,18,3.2444
2016-04-10,19,2.83508
2016-04-17,14,3.25267
2016-04-24,16,3.5792900000000003
2016-05-01,12,3.0393
2016-05-08,16,2.74919
2016-05-15,12,2.30401
2016-05-22,9,2.35638
2016-05-29,3,2.78809
2016-06-05,3,2.47401
2016-06-12,6,1.99249
2016-06-19,5,2.1005
2016-06-26,5,1.87159
2016-07-03,8,1.84575
2016-07-10,7,1.66667
2016-07-17,4,1.55492
2016-07-24,5,1.42177
2016-07-31,6,1.57115
2016-08-07,2,1.27404
2016-08-14,2,1.30064
2016-08-21,6,1.31155
2016-08-28,8,1.7658200000000002
2016-09-04,11,2.8970599999999997
2016-09-11,15,3.0076
2016-09-18,16,2.60465
2016-09-25,16,2.57309
2016-10-02,11,2.75084
2016-10-09,19,2.08692
2016-10-16,15,1.9523400000000002
2016-10-23,17,1.8480599999999998
2016-10-30,15,2.0624700000000002
2016-11-06,9,2.01191
2016-11-13,12,2.08512
2016-11-20,9,2.24903
2016-11-27,14,2.5929900000000004
2016-12-04,7,2.49507
2016-12-11,11,3.06871
2016-12-18,9,3.4127199999999998
2016-12-25,10,4.10321
2017-01-01,15,4.32471
2017-01-08,15,4.19085
2017-01-15,21,5.06267
2017-01-22,21,5.47691
2017-01-29,32,6.20619
2017-02-05,37,8.48188
2017-02-12,32,10.2826
2017-02-19,34,9.2512
2017-02-26,28,8.99901
2017-03-05,29,7.506489999999999
2017-03-12,14,7.26928
2017-03-19,24,5.8524199999999995
2017-03-26,26,4.48645
2017-04-02,22,4.007219999999999
2017-04-09,21,3.50145
2017-04-16,14,3.4159699999999997
2017-04-23,15,3.3900900000000003
2017-04-30,16,2.76932
2017-05-07,10,2.62245
2017-05-14,11,1.7215200000000002
2017-05-21,9,2.3025900000000004
2017-05-28,6,2.14023
2017-06-04,7,1.79865
2017-06-11,8,1.79529
2017-06-18,8,1.57771
2017-06-25,4,1.5000200000000001
2017-07-02,6,1.52211
2017-07-09,4,1.39677
2017-07-16,4,1.21989
2017-07-23,7,1.33324
2017-07-30,12,1.33018
2017-08-06,6,1.27357
2017-08-13,7,1.04005
2017-08-20,10,1.1036700000000002
2017-08-27,8,1.8906
2017-09-03,8,1.895
2017-09-10,10,2.01905
2017-09-17,19,1.93658
2017-09-24,18,1.77468
2017-10-01,18,1.9715
2017-10-08,20,2.15321
2017-10-15,19,2.22464
2017-10-22,16,2.13774
2017-10-29,18,2.34254
2017-11-05,15,3.24542
2017-11-12,29,3.67219
2017-11-19,8,4.41976
2017-11-26,27,4.57186
2017-12-03,26,5.26676
2017-12-10,28,5.83165
2017-12-17,49,9.36695
2017-12-24,54,13.449000000000002
2017-12-31,67,10.9528
2018-01-07,85,12.5909
2018-01-14,76,12.8689
2018-01-21,79,13.0336
2018-01-28,100,14.5657
2018-02-04,79,13.9335
2018-02-11,63,12.9045
2018-02-18,45,10.9435
2018-02-25,40,8.27868
2018-03-04,26,6.07416
2018-03-11,19,4.85631
2018-03-18,21,3.72125
2018-03-25,16,3.07753
2018-04-01,20,3.51379
2018-04-08,14,2.93401
2018-04-15,16,2.4525799999999998
2018-04-22,14,2.46861
2018-04-29,13,2.2936099999999997
2018-05-06,12,2.30994
2018-05-13,11,2.1670599999999998
2018-05-20,13,1.69425
